"FindingId","Category","Severity","RiskScore","Confidence","ObjectType","ObjectId","DisplayName","UserPrincipalName","Evidence","EvidenceSource","GraphEndpoint","RecommendedAction","RemediationMode","ConsultantNote","ProtectedObject","DetectedUtc"
"DEC-CA-003","Conditional Access","High","68","Low","Group","171b0f85-04f6-4946-97f3-5a7e6bc1987f","Exclude from CA","","CA policy exclusion group 'Exclude from CA' has no correlated access review definition — members excluded without review governance.","identityGovernance/accessReviews/definitions","/v1.0/identityGovernance/accessReviews/definitions","Create access review definition scoped to 'Exclude from CA' group to govern CA exclusion membership.","InformationOnly","CA exclusion group without review governance — attack surface is ungoverned","False","2026-06-01T07:55:11.7137826Z"
"DEC-APP-005","Application","High","68","High","Application","ce472608-cabf-468c-a816-c214e17cbb17","PowerShelltoTeamsGraphAPI","","Client secret 'albert demo secret' expired 1272 days ago (2022-12-07) — still attached to application","applications/{id}/passwordCredentials","/v1.0/applications/{id}?$select=passwordCredentials,keyCredentials","Remove expired Client secret from 'PowerShelltoTeamsGraphAPI' and rotate if integration still active","ManualApprovalRequired","Expired credentials are a hygiene issue; confirm whether integration is still in use","False","2026-06-01T07:54:21.5029165Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","ba681662-e32b-4e83-95c6-03ccceb73ca8","Microsoft-managed: Block device code flow","","CA policy excludes 1 user(s) and 0 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'Microsoft-managed: Block device code flow'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:43.7903541Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","fdde5940-f993-4118-b169-da9d3c7d50b2","CA005: Require multifactor authentication for guest access","","CA policy excludes 1 user(s) and 0 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'CA005: Require multifactor authentication for guest access'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:43.7901539Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","37e7dd4e-144a-4491-9211-2fd40705372d","CA902 Session Admin Persistence","","CA policy excludes 0 user(s) and 1 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'CA902 Session Admin Persistence'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:43.4463598Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","c94c8fde-dc65-448e-bb2a-b29bd94c10d4","CA901 Block usagr from outside USA","","CA policy excludes 2 user(s) and 0 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'CA901 Block usagr from outside USA'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:43.4460919Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","bedd5488-9202-46af-8cc7-690019cd0d57","CA001: Require multifactor authentication for admins","","CA policy excludes 2 user(s) and 1 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'CA001: Require multifactor authentication for admins'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:43.0696566Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","bcc81919-6f02-4593-9aa6-49e2885af912","CA006: Require multifactor authentication for Azure management","","CA policy excludes 1 user(s) and 1 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'CA006: Require multifactor authentication for Azure management'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:39.6633225Z"
"DEC-CA-001","Conditional Access","High","65","Medium","Policy","00ae77ad-3852-41f3-919f-fcd66f73c8d7","CA003: Block legacy authentication","","CA policy excludes 2 user(s) and 0 group(s) from policy scope","identity/conditionalAccess/policies","/v1.0/identity/conditionalAccess/policies/{id}","Review and reduce exclusions in 'CA003: Block legacy authentication'; initiate access review for excluded identities","ManualApprovalRequired","CA policy exclusions should be time-bound and reviewed quarterly","False","2026-06-01T07:54:39.6606682Z"
"DEC-CA-002","Conditional Access","High","62","Medium","Group","171b0f85-04f6-4946-97f3-5a7e6bc1987f","Exclude from CA","","CA exclusion group 'Exclude from CA' has 3 members in policy 'CA902 Session Admin Persistence' — access review status unknown","identity/conditionalAccess/policies","/v1.0/groups/{id}/members","Create access review for 'Exclude from CA'; validate all 3 members still require CA exclusion","ManualApprovalRequired","CA exclusion group members require periodic attestation","False","2026-06-01T07:54:43.7898808Z"
"DEC-CA-002","Conditional Access","High","62","Medium","Group","171b0f85-04f6-4946-97f3-5a7e6bc1987f","Exclude from CA","","CA exclusion group 'Exclude from CA' has 3 members in policy 'CA001: Require multifactor authentication for admins' — access review status unknown","identity/conditionalAccess/policies","/v1.0/groups/{id}/members","Create access review for 'Exclude from CA'; validate all 3 members still require CA exclusion","ManualApprovalRequired","CA exclusion group members require periodic attestation","False","2026-06-01T07:54:43.4457400Z"
"DEC-CA-002","Conditional Access","High","62","Medium","Group","171b0f85-04f6-4946-97f3-5a7e6bc1987f","Exclude from CA","","CA exclusion group 'Exclude from CA' has 3 members in policy 'CA006: Require multifactor authentication for Azure management' — access review status unknown","identity/conditionalAccess/policies","/v1.0/groups/{id}/members","Create access review for 'Exclude from CA'; validate all 3 members still require CA exclusion","ManualApprovalRequired","CA exclusion group members require periodic attestation","False","2026-06-01T07:54:43.0693228Z"
"DEC-APP-001","Application","Medium","51","High","Application","080bfa27-01f4-454d-95ba-27ac87f1de13","aljee demo","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'aljee demo'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T07:54:16.5201282Z"
"DEC-APP-001","Application","Medium","51","High","Application","487758b7-5368-49fc-9017-5180e5d367cc","P2P Server","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'P2P Server'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T07:54:16.7202733Z"
"DEC-APP-001","Application","Medium","51","High","Application","4ef04285-d543-4b22-a5b8-bbf523fea3b2","AdminDroid Service Application","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'AdminDroid Service Application'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T07:54:16.8978367Z"
"DEC-APP-001","Application","Medium","51","High","Application","54fc8727-a0f1-4556-aee8-89756e257034","m365-security-assessment-tool-dev","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'm365-security-assessment-tool-dev'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T07:54:17.0972523Z"
"DEC-APP-001","Application","Medium","51","High","Application","621d0145-5e48-4839-a4e9-d823e2ce061b","AJ-LAB-M365CopilotReadiness-ReadOnly","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'AJ-LAB-M365CopilotReadiness-ReadOnly'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T07:54:17.5367486Z"
"DEC-APP-001","Application","Medium","51","High","Application","e19274e4-dc95-4404-a1a7-c11dbb082991","Milestone_Plan","","Application has no owner assigned","applications/{id}/owners","/v1.0/applications/{id}/owners","Assign accountable owner to application 'Milestone_Plan'","ManualApprovalRequired","Ownerless applications are a governance gap","False","2026-06-01T07:54:18.3428453Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","2d035456-ebd9-414e-84e4-8e371c652725","aljee demo","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'aljee demo'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:24.2051575Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","2bc1fe26-1cb6-4246-b342-69e9b8d38709","FTOP-Multi [wsfed enabled]","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'FTOP-Multi [wsfed enabled]'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:23.1268043Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","808fec88-d622-4469-bebe-5ea3e988d863","Email","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Email'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:23.3095829Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","7f77aae1-4ea2-411b-bc6b-f8f30480722b","mmrpreview","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'mmrpreview'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:23.5066719Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","68673573-edcd-4e59-b2bd-93ed09918983","iOS Accounts","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'iOS Accounts'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:23.6809210Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","0727e7f3-236a-43d3-a24b-b217f9ec9ece","Modern Workplace Tools","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Modern Workplace Tools'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:23.8608107Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","cdf2c17c-e7e3-4b37-986c-fd76de8a557d","Flipgrid","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Flipgrid'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:24.0365944Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","31f59699-c66b-473d-a015-f90a2f485992","Microsoft Tech Community","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'Microsoft Tech Community'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:26.5129262Z"
"DEC-SPN-001","Application","Medium","44","High","ServicePrincipal","ee0bb13d-0fd6-4859-9190-ac3275b83042","LCTools","","Service principal has no owner assigned — accountability gap for this enterprise application","servicePrincipals/{id}/owners","/v1.0/servicePrincipals/{id}/owners","Assign accountable owner to service principal 'LCTools'","ManualApprovalRequired","Ownerless service principals with active permissions are ungoverned","False","2026-06-01T07:54:26.1487089Z"
